token,token_profile,network_window,period_set_id,period_id,period_label,period_sort_order,period_start_date,period_end_date,pair_id,focus_a_norm,focus_a_label,focus_b_norm,focus_b_label,candidate_scope,neighbor_scope,topn,pair_count_mode,comparison_type,comparison_id,robust_topn,robust_min_metrics,robust_score,robust_class,included_metrics,log_odds_z,log_likelihood,log_ratio,chi_square,tfidf,rank_positive,rank_log_likelihood,rank_log_ratio,rank_chi_square,rank_tfidf,count_period,count_ref,rate_period,rate_ref,edge_a,edge_b,shared_strength,period_keyness_log_odds_z,period_keyness_rank_positive,dominant_pos,dict_lv1,dict_lv2
敎育,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.522365974593539,121.89922071239633,7.556098016115117,93.9792927961746,0.020340547580008955,11,14,10,13,22,75.0,0.0,0.012013455069678039,0.0,137.0,75.0,0.0037509377344336083,7.046205098382027,454.0,Na,nan,nan
諭旨,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.522365974593539,121.89922071239633,7.556098016115117,93.9792927961746,0.020340547580008955,12,15,11,14,23,75.0,0.0,0.012013455069678039,0.0,94.0,75.0,0.0029520758746309906,18.655010129376045,35.0,Na,nan,nan
官制,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.478423036660885,120.26724477303097,7.536861797252199,92.71958851691673,0.02006934027894217,13,16,12,15,25,74.0,0.0,0.011853275668748999,0.0,169.0,74.0,0.003700925231307827,28.888644826102524,8.0,Na,nan,nan
辦理,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.344820901619989,115.3724017807546,7.477564613568427,88.94155906274169,0.01925571837574181,14,17,13,16,27,71.0,0.0,0.011372737465961878,0.0,71.0,166.0,0.00222975943722128,30.41799547537565,7.0,VC,nan,nan
財政,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.299674847024702,113.74114891775838,7.457244629188831,87.68257690981679,0.018984511074675022,15,18,14,17,29,70.0,0.0,0.011212558065032836,0.0,70.0,85.0,0.0021983543747252057,12.213894978248256,124.0,Na,nan,nan
九,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.208424721508048,110.4791851400568,7.415725359750565,85.16515386886509,0.018442096472541452,16,19,15,18,30,68.0,0.0,0.010892199263174756,0.0,118.0,68.0,0.0034008502125531383,15.643155276320163,61.0,Neu,nan,nan
設立,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.208424721508048,110.4791851400568,7.415725359750565,85.16515386886509,0.018442096472541452,17,20,16,19,31,68.0,0.0,0.010892199263174756,0.0,68.0,90.0,0.002135544249733057,23.55965476747317,17.0,VC,nan,nan
學堂,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.477079665874385,86.03745736956594,7.059160263191185,66.30745518224273,0.014373986956539662,18,24,17,24,36,53.0,0.0,0.008489508249239148,0.0,76.0,53.0,0.0023867847497016518,15.703474266090776,56.0,Nc,nan,nan
心,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.477079665874385,86.03745736956594,7.059160263191185,66.30745518224273,0.014373986956539662,19,25,18,25,37,53.0,0.0,0.008489508249239148,0.0,80.0,53.0,0.0025124049996859492,13.82346741118866,78.0,Na,nan,nan
圖,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.424900252908704,84.40945000468244,7.031938794456161,65.05171492615675,0.014102779655472875,20,26,19,26,38,52.0,0.0,0.008329328848310107,0.0,74.0,52.0,0.0023239746247095032,7.005550793595626,459.0,Na,nan,nan
反對,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.265323098423989,79.52650717929191,6.947049896869647,61.2855724321795,0.013289157752272516,21,27,20,28,44,49.0,0.0,0.007848790645522985,0.0,96.0,49.0,0.002450612653163291,-14.841332481449486,12101.0,VE,nan,nan
備,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.211066031148799,77.89921918754071,6.917606118977165,60.03055089702757,0.013017950451205731,22,29,21,29,45,48.0,0.0,0.0076886112445939455,0.0,79.0,48.0,0.0024006001500375095,17.46866342484435,42.0,VH,nan,nan
省,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.056986187106234,28.908954009040315,0.8085874531502856,29.119783450486185,0.03379785359602755,23,43,26,39,4,211.0,150.0,0.03379785359602755,0.019277727798483486,211.0,373.0,0.006626468186671691,23.96466243359746,16.0,Nc,nan,nan
預備,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.795227919349222,26.39809644606919,0.9287364309812884,26.56355186142749,0.0245074483421432,24,45,25,44,10,153.0,100.0,0.0245074483421432,0.012851818532322324,1568.0,153.0,0.007651912978244561,42.927609482576,3.0,VF,nan,nan
北京,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.701675343057363,25.39851694223485,0.9298073837711608,25.557502665500678,0.023546371936568958,25,46,24,46,12,147.0,96.0,0.023546371936568958,0.01233774579102943,147.0,220.0,0.004616544186922932,10.206153395820504,196.0,Nc,nan,nan
朝廷,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.673788187775805,25.29471785453329,1.0035846863619746,25.429593327124987,0.020663142719846227,26,47,23,47,19,129.0,80.0,0.020663142719846227,0.010281454825857858,287.0,129.0,0.0064516129032258064,17.689370600070475,40.0,Nc,nan,nan
兩,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,3.4121607866652877,13.096065455769065,0.5993777397314962,13.199505340136527,0.026109242351433606,27,53,27,52,8,163.0,134.0,0.026109242351433606,0.017221436833311912,173.0,163.0,0.005433075811820866,1.6112785635684908,3402.0,Nf,nan,nan
設,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,2.4208805978375887,6.594853141131189,0.47284292555195157,6.643936967583684,0.020342783917988147,28,62,28,61,20,127.0,114.0,0.020342783917988147,0.01465107312684745,139.0,127.0,0.004365303686954337,27.210560112385583,10.0,VC,nan,nan
臣,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,4,strong,log_odds_z;log_likelihood;log_ratio;chi_square,1.885599678115237,4.0281042645713825,0.47276267328287114,4.058306109775785,0.012493993272465162,29,66,29,66,49,78.0,70.0,0.012493993272465162,0.008996272972625627,78.0,95.0,0.0024495948746938007,18.306704577816276,37.0,Na,nan,nan
考察,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,1.5796172254741172,2.8170256473434456,0.36802495234018195,2.835582066445799,0.013935607880826525,30,68,30,68,40,87.0,84.0,0.013935607880826525,0.010795527567150753,87.0,196.0,0.00273224043715847,22.826302733736675,19.0,Nv,nan,nan
君主,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,10.676694060935043,341.1262161589437,9.298485416062583,317.1774275378368,0.05587573198304139,2,1,1,1,3,149.0,0.0,0.03300110741971207,0.0,288.0,149.0,0.009044657998869417,22.30077624851656,23.0,Na,nan,nan
權,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,8.853702113300901,235.0826319278492,8.767970699363802,218.53237570683424,0.038625506001699755,3,3,2,2,4,103.0,0.0,0.022812846068660023,0.0,103.0,105.0,0.00323472143709566,3.4743319855272023,1703.0,Nb,nan,nan
頒布,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,8.270038361767233,205.2329326895761,8.574329628947682,190.7724684046814,0.03375044213740755,4,4,3,3,5,90.0,0.0,0.019933554817275746,0.0,90.0,150.0,0.002826455624646693,13.540192655634312,86.0,VC,nan,nan
議院,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,8.034758168595786,193.76617014088976,8.492336256750376,180.10936848157496,0.031875417574218246,5,5,4,4,8,85.0,0.0,0.018826135105204873,0.0,85.0,125.0,0.0026694303121663214,24.912426891186268,13.0,Nc,nan,nan
問題,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,7.743360977303404,180.01621758192022,8.387366697148833,167.32374200654604,0.02962538809839107,6,6,5,6,9,79.0,0.0,0.01749723145071982,0.0,91.0,79.0,0.0028578606871427674,-32.0330207042615,12138.0,Na,nan,nan
國,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,12.364661984114312,161.4188437955617,1.1264783795027382,172.24658547446288,0.11251384274640089,1,7,12,5,1,508.0,490.0,0.11251384274640089,0.05153012935114103,930.0,508.0,0.02920670812134916,17.127745017184868,48.0,Nc,nan,nan
宣布,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.3929326251563365,122.84365659274691,7.842668066641403,114.16851430569065,0.02025026528244453,7,8,6,8,19,54.0,0.0,0.011960132890365448,0.0,132.0,54.0,0.0041454682494818165,0.1977989593255777,5110.0,VE,nan,nan
制度,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.272721408589893,118.2781099360419,7.7887292595306,109.92431361695071,0.019500255457168804,8,9,7,9,20,52.0,0.0,0.011517165005537098,0.0,119.0,52.0,0.00373720243703285,-5.210272283108653,11672.0,Na,nan,nan
政體,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.897752866101171,104.58878673826142,7.613642552972508,97.19899877469214,0.017250225981341637,10,10,8,10,25,46.0,0.0,0.010188261351052049,0.0,450.0,46.0,0.003863598185788678,21.47000632973053,25.0,Na,nan,nan
精神,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.56643899226953,93.18939048315853,7.449523173211402,86.6029119206529,0.015375201418152329,12,11,9,11,32,41.0,0.0,0.009080841638981174,0.0,106.0,41.0,0.003328936624583883,-7.876233425822347,11946.0,Na,nan,nan
共和,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.141301942891945,79.52014587686325,7.2242308613691595,73.89760614790913,0.013125171942325159,13,15,10,12,39,35.0,0.0,0.007751937984496124,0.0,92.0,35.0,0.0028892657496388417,-3.367468527929677,11135.0,VH,nan,nan
制,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.9916861810203885,74.96615963557322,7.140572932322249,69.66492583865613,0.012375162117049435,14,16,11,14,44,33.0,0.0,0.007308970099667774,0.0,91.0,33.0,0.0027717117419788343,8.190672901448563,304.0,Na,nan,nan
日本,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.042610045102851,40.73375216571796,1.0648657393028802,43.53905462616236,0.03300110741971207,9,32,13,18,7,149.0,150.0,0.03300110741971207,0.015774529393206435,210.0,149.0,0.006595063124175617,8.444023579148562,287.0,Nc,nan,nan
國會,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.80079342959319,36.41740517678613,0.6624905463970221,38.08754653782591,0.06555924695459579,11,36,16,23,2,296.0,394.0,0.06555924695459579,0.041434430539488906,333.0,296.0,0.010457885811192764,-18.384637625453102,12124.0,Nc,nan,nan
法,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.136009512711145,19.193715704020462,0.9020165458597117,20.372644775705464,0.020819490586932447,15,43,14,39,17,94.0,106.0,0.020819490586932447,0.011147334104532548,94.0,111.0,0.0029520758746309906,0.1602527872751414,5220.0,Na,nan,nan
國家,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.045653733076827,18.28203132407799,0.7684701363404883,19.265432396713962,0.026135105204872645,16,45,15,40,10,118.0,146.0,0.026135105204872645,0.015353875276054264,280.0,118.0,0.008793417498900823,-11.764087694448971,12057.0,Na,nan,nan
政治,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,3.0348262920955196,10.338655527171056,0.6183512214882733,10.802045719039304,0.021926910299003323,17,48,17,48,14,99.0,136.0,0.021926910299003323,0.014302239983173835,212.0,99.0,0.006657873249167766,-10.03202632124816,12023.0,Na,nan,nan
國民,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,2.7430850886515534,8.449748289596435,0.5276959441695491,8.778089545317405,0.023920265780730896,18,50,18,49,11,108.0,158.0,0.023920265780730896,0.01661583762751078,547.0,108.0,0.009071056610112548,6.671451028681945,513.0,Na,nan,nan
人民,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,1.871171163198097,3.9324720215165527,0.29408294830924436,4.0201897115551,0.03322259136212625,19,54,22,54,6,150.0,258.0,0.03322259136212625,0.02713219055631507,393.0,150.0,0.012342189560957227,-4.050046147249842,11384.0,Na,nan,nan
法律,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,1.805699250238915,3.6924437060881488,0.36871276930186503,3.795560422062751,0.020598006644518274,20,55,20,55,18,93.0,152.0,0.020598006644518274,0.015984856451782523,93.0,143.0,0.002920670812134916,-5.728261177659705,11757.0,Na,nan,nan
中國,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,1.568184050984602,2.786407989421118,0.29519958539354124,2.8492036022643803,0.023698781838316724,21,56,21,56,12,107.0,184.0,0.023698781838316724,0.019350089388999896,448.0,107.0,0.008987065345204099,6.561207509842354,529.0,Nc,nan,nan
責任,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,1.4609535398358313,2.432513193289317,0.3826060372268088,2.5030512219929686,0.012846068660022148,22,58,19,57,41,58.0,94.0,0.012846068660022148,0.009885371753076033,64.0,58.0,0.0020099239997487593,7.23048773745989,418.0,Na,nan,nan
論,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,0.40619875336497685,0.19088814496753592,0.10363008752399351,0.19238691347778397,0.013732004429678849,23,67,23,67,38,62.0,122.0,0.013732004429678849,0.012829950573141234,139.0,62.0,0.004365303686954337,12.983942681778938,99.0,Na,nan,nan
